know,149.0
night,86.0
around,83.0
gonna,67.0
need,66.0
away,65.0
kiss,46.0
wanna,43.0
eyes,42.0
world,40.0
feel,40.0
back,39.0
heart,39.0
really,38.0
little,36.0
much,35.0
day,35.0
rain,34.0
long,33.0
care,32.0
time,31.0
rainy,31.0
show,30.0
right,28.000000000000004
see,28.000000000000004
best,26.0
love,26.0
coming,25.0
hands,24.0
stay,24.0
times,23.0
play,23.0
,22.0
never,22.0
dream,22.0
close,21.0
arms,20.0
leave,20.0
gone,20.0
home,20.0
hand,19.0
years,19.0
friend,19.0
tight,19.0
believe,19.0
let,19.0
mine,18.0
true,18.0
inside,18.0
morning,18.0
found,17.0
light,16.0
bites,16.0
dust,16.0
na,15.0
man,15.0
enough,15.0
list,15.0
late,15.0
anything,15.0
free,14.000000000000002
mind,14.000000000000002
bad,14.000000000000002
thing,14.000000000000002
angel,14.000000000000002
shot,14.000000000000002
come,14.000000000000002
made,14.000000000000002
call,13.0
took,13.0
feeling,13.0
hearts,13.0
things,13.0
make,13.0
easy,13.0
old,13.0
lovin',13.0
place,13.0
say,13.0
slow,13.0
ain't,13.0
nahah,13.0
must,12.0
thee,12.0
another,12.0
holding,12.0
cool,12.0
run,12.0
many,12.0
touch,12.0
start,12.0
ago,12.0
else,12.0
ready,12.0
makes,12.0
high,12.0
word,11.0
blue,11.0
everything,11.0
loving,11.0
still,11.0
lonely,11.0
forever,11.0
ways,11.0
good,11.0
somebody,11.0
hard,11.0
done,11.0
spend,11.0
lover,11.0
wish,11.0
like,11.0
wrong,10.0
comin,10.0
tide,10.0
hungry,10.0
wants,10.0
smile,10.0
don't,10.0
fool,10.0
cry,10.0
sing,10.0
meet,10.0
winner,10.0
last,10.0
side,9.0
left,9.0
queen,9.0
along,9.0
today,9.0
comes,9.0
5,9.0
sound,9.0
wait,9.0
line,9.0
warm,8.0
end,8.0
modern,8.0
stop,8.0
dreams,8.0
way,8.0
drive,8.0
crazy,8.0
tears,8.0
going,8.0
couldn't,8.0
can't,8.0
real,8.0
lady,8.0
9,8.0
crying,8.0
us,8.0
words,8.0
romance,8.0
kinda,8.0
ever,7.000000000000001
told,7.000000000000001
tell,7.000000000000001
talking,7.000000000000001
seem,7.000000000000001
strong,7.000000000000001
sad,7.000000000000001
change,7.000000000000001
boy,7.000000000000001
car,7.000000000000001
tomorrow,7.000000000000001
knew,7.000000000000001
moon,7.000000000000001
hey,7.000000000000001
far,7.000000000000001
tried,7.000000000000001
reason,7.000000000000001
lie,7.000000000000001
cheek,7.000000000000001
lips,7.000000000000001
shine,7.000000000000001
telling,7.000000000000001
anywhere,7.000000000000001
babe,7.000000000000001
something,7.000000000000001
won't,7.000000000000001
it's,7.000000000000001
drank,7.000000000000001
thought,7.000000000000001
who's,7.000000000000001
chance,7.000000000000001
would,6.0
hurt,6.0
hold,6.0
room,6.0
used,6.0
wanted,6.0
feelin',6.0
toast,6.0
twice,6.0
kept,6.0
'bout,6.0
lies,6.0
head,6.0
round,6.0
says,6.0
everybody,6.0
cold,6.0
gives,6.0
outside,6.0
wheels,6.0
trying,6.0
woman,6.0
song,6.0
knows,6.0
breaking,6.0
soon,6.0
knockin',6.0
reach,6.0
fine,6.0
bars,6.0
look,6.0
game,6.0
ticking,6.0
fast,6.0
use,6.0
dreaming,6.0
doin',6.0
chances,6.0
hope,6.0
meant,6.0
beat,6.0
takin',6.0
wall,6.0
party,6.0
gettin',6.0
promise,6.0
sleep,5.0
we'll,5.0
sitting,5.0
fall,5.0
luck,5.0
days,5.0
girls,5.0
ton,5.0
matter,5.0
near,5.0
ocean,5.0
happy,5.0
hear,5.0
felt,5.0
minute,5.0
gun,5.0
guy,5.0
burn,5.0
watching,5.0
till,5.0
may,5.0
remember,5.0
name,5.0
girl,5.0
cars,5.0
'em,5.0
turned,5.0
ground,5.0
crime,5.0
joker,5.0
goin',5.0
money,5.0
rest,5.0
rush,5.0
deep,5.0
walks,5.0
door,5.0
town,5.0
middle,5.0
share,5.0
comin',5.0
needs,5.0
heart's,5.0
feet,5.0
'round,5.0
number,5.0
miss,5.0
kind,5.0
river,5.0
fire,5.0
emergency,5.0
eating,5.0
doo,5.0
called,5.0
land,5.0
waiting,5.0
flowing,5.0
win,5.0
truth,5.0
bed,5.0
sea,5.0
tonight,5.0
looked,5.0
you'll,5.0
means,5.0
lose,5.0
star,5.0
liberty,4.0
lights,4.0
celebration,4.0
feelings,4.0
hot,4.0
wind,4.0
longer,4.0
fade,4.0
came,4.0
bar,4.0
resist,4.0
country,4.0
desire,4.0
burns,4.0
born,4.0
losing,4.0
daddy,4.0
filled,4.0
bop,4.0
soul,4.0
didn't,4.0
looking,4.0
livin',4.0
feeds,4.0
saw,4.0
'tis,4.0
better,4.0
we've,4.0
making,4.0
memories,4.0
tease,4.0
heated,4.0
wash,4.0
ticket,4.0
past,4.0
sun,4.0
answers,4.0
ahead,4.0
eye,4.0
history,4.0
darling,4.0
wonderful,4.0
storm,4.0
master,4.0
part,4.0
toe,4.0
nothing,4.0
please,4.0
wouldn't,4.0
whole,4.0
point,4.0
gal,4.0
fun,4.0
moment,4.0
spent,4.0
big,4.0
shall,4.0
belonged,4.0
single,4.0
young,4.0
leaving,4.0
standing,4.0
ride,4.0
slip,4.0
watch,4.0
looks,4.0
defend,4.0
rev,4.0
cause,4.0
could,4.0
shell,4.0
loved,4.0
beg,4.0
face,4.0
sorrow,4.0
smart,4.0
alive,4.0
avoid,4.0
eat,4.0
understand,4.0
oooh,3.0
tired,3.0
hide,3.0
thunder,3.0
dry,3.0
credit,3.0
patience,3.0
give,3.0
motion,3.0
rocks,3.0
dustah,3.0
heavenly,3.0
surprise,3.0
starts,3.0
fantasy,3.0
listen,3.0
snow,3.0
radio,3.0
explain,3.0
