love,109.00000000000001
day,57.99999999999999
know,56.99999999999999
way,52.0
wanna,49.0
looking,47.0
go,40.0
right,39.0
find,39.0
care,38.0
need,38.0
night,37.0
want,36.0
good,35.0
feel,33.0
us,33.0
show,31.0
run,30.0
boat,28.999999999999996
business,28.999999999999996
sun,28.999999999999996
see,28.000000000000004
world,27.0
call,26.0
enough,26.0
around,26.0
won't,26.0
man,26.0
mine,25.0
thing,25.0
better,24.0
boogie,23.0
song,23.0
arms,22.0
feeling,21.0
band,20.0
mind,20.0
away,20.0
oogaooga,20.0
heaven,20.0
hard,20.0
never,19.0
gone,19.0
found,19.0
high,19.0
every,18.0
roll,18.0
use,18.0
much,17.0
really,17.0
baby,17.0
loved,17.0
swinging,17.0
got,16.0
air,16.0
dance,16.0
lonely,16.0
gonna,16.0
woman,16.0
smilin',16.0
count,16.0
wrong,15.0
heard,15.0
get,15.0
lady,15.0
lose,15.0
came,14.000000000000002
died,14.000000000000002
shot,14.000000000000002
town,14.000000000000002
done,14.000000000000002
cry,14.000000000000002
else,14.000000000000002
somethin',14.000000000000002
thought,14.000000000000002
ever,13.0
inside,13.0
change,13.0
beautiful,13.0
lovin',13.0
long,13.0
friend,13.0
saw,13.0
number,13.0
seasons,13.0
fun,13.0
home,13.0
another,12.0
said,12.0
easy,12.0
forever,12.0
oo,12.0
might,12.0
kind,12.0
dancing,12.0
play,12.0
look,12.0
sky,12.0
breathe,11.0
must,11.0
bad,11.0
kid,11.0
dreams,11.0
fight,11.0
heart,11.0
going,11.0
ya,11.0
makes,11.0
words,11.0
joy,11.0
new,10.0
music,10.0
rain,10.0
days,10.0
'n',10.0
left,10.0
ain't,10.0
goes,10.0
happened,10.0
name,10.0
sure,10.0
pain,10.0
knew,10.0
soon,10.0
since,10.0
wasted,10.0
could,10.0
wish,10.0
it's,10.0
told,9.0
leaves,9.0
machine,9.0
wine,9.0
nobody,9.0
notion,9.0
earth,9.0
people,9.0
head,9.0
die,9.0
alone,9.0
girl,9.0
place,9.0
morning,9.0
goin',9.0
come,9.0
put,9.0
feet,9.0
line,9.0
la,9.0
doin',9.0
hope,9.0
lost,9.0
stay,9.0
hero,8.0
shoot,8.0
best,8.0
tonight,8.0
black,8.0
couldn't,8.0
seems,8.0
road,8.0
pass,8.0
don't,8.0
kingdom,8.0
step,8.0
letter,8.0
deputy,8.0
hands,8.0
walk,8.0
almost,8.0
,7.000000000000001
sleep,7.000000000000001
pride,7.000000000000001
blue,7.000000000000001
hoo,7.000000000000001
matter,7.000000000000001
seen,7.000000000000001
lovely,7.000000000000001
understand,7.000000000000001
old,7.000000000000001
everywhere,7.000000000000001
comes,7.000000000000001
sound,7.000000000000001
situation,7.000000000000001
refuse,7.000000000000001
hell,7.000000000000001
you've,7.000000000000001
reason,7.000000000000001
'round,7.000000000000001
believe,7.000000000000001
self,7.000000000000001
feels,7.000000000000001
art,7.000000000000001
kissin',7.000000000000001
anything,7.000000000000001
sideshow,7.000000000000001
called,7.000000000000001
flowin',7.000000000000001
groovin',7.000000000000001
alovin',7.000000000000001
gently,7.000000000000001
bring,7.000000000000001
slowly,7.000000000000001
brand,7.000000000000001
piece,7.000000000000001
chance,7.000000000000001
friends,7.000000000000001
changes,6.0
would,6.0
end,6.0
sixteen,6.0
top,6.0
girls,6.0
feelin',6.0
talking,6.0
news,6.0
coo,6.0
mater,6.0
humble,6.0
happy,6.0
finally,6.0
afford,6.0
blind,6.0
little,6.0
begin,6.0
tears,6.0
'til,6.0
wheels,6.0
two,6.0
late,6.0
darling,6.0
stairs,6.0
movin',6.0
cryin',6.0
spring,6.0
walked,6.0
young,6.0
they've,6.0
you'd,6.0
sing,6.0
stop,6.0
kiss,6.0
blues,6.0
scene,6.0
face,6.0
wire,6.0
met,5.0
room,5.0
work,5.0
turn,5.0
wind,5.0
even,5.0
queen,5.0
sugar,5.0
ocean,5.0
yet,5.0
save,5.0
gave,5.0
losing,5.0
proud,5.0
dig,5.0
falling,5.0
working,5.0
love's,5.0
soul,5.0
shake,5.0
nuff,5.0
one,5.0
ring,5.0
city,5.0
believing,5.0
many,5.0
peaceful,5.0
worry,5.0
fell,5.0
start,5.0
low,5.0
stars,5.0
creeping,5.0
ta,5.0
rate,5.0
door,5.0
known,5.0
pray,5.0
always,5.0
nothin',5.0
build,5.0
wouldn't,5.0
what's,5.0
moment,5.0
spend,5.0
big,5.0
back,5.0
try,5.0
started,5.0
honestly,5.0
keep,5.0
onenight,5.0
lover,5.0
looked,5.0
you'll,5.0
sheriff,5.0
sho,5.0
upon,5.0
alive,5.0
record,5.0
happen,5.0
yellow,4.0
warm,4.0
give,4.0
beach,4.0
break,4.0
free,4.0
wanted,4.0
needed,4.0
hearts,4.0
flow,4.0
radio,4.0
angel,4.0
near,4.0
played,4.0
hills,4.0
dead,4.0
born,4.0
escape,4.0
war,4.0
true,4.0
hollered,4.0
n',4.0
brother,4.0
settle,4.0
sign,4.0
stands,4.0
filled,4.0
water,4.0
along,4.0
wait,4.0
everybody,4.0
live,4.0
car,4.0
talk,4.0
shoes,4.0
cold,4.0
birds,4.0
em,4.0
first,4.0
'em,4.0
future,4.0
suffragette,4.0
corner,4.0
weed,4.0
theater,4.0
can't,4.0
summer,4.0
laughin',4.0
read,4.0
facing,4.0
imagination,4.0
gon',4.0
smile,4.0
fan,4.0
sand,4.0
streets,4.0
clock,4.0
search,4.0
diamond,4.0
hurry,4.0
rather,4.0
coming,4.0
dream,4.0
playing,4.0
fool,4.0
evening,4.0
yo,4.0
walls,4.0
everyone,4.0
major,4.0
electric,4.0
clear,4.0
set,4.0
knowing,4.0
last,4.0
sweet,4.0
whoo,4.0
brick,4.0
woke,4.0
fire,4.0
used,4.0
game,4.0
knock,4.0
mighty,4.0
momma,4.0
uh,4.0
land,4.0
giving,4.0
singing,4.0
next,4.0
babe,4.0
sir,4.0
looks,4.0
wander,4.0
bed,4.0
ends,4.0
senses,4.0
mockingbird,4.0
swingin',4.0
realize,4.0
fate,4.0
overtime,4.0
buy,4.0
kinda,4.0
four,3.0
sorry,3.0
clothes,3.0
men,3.0
mountains,3.0
honey,3.0
times,3.0
hot,3.0
answer,3.0
they're,3.0
somewhere,3.0
fragment,3.0
school,3.0
went,3.0
mean,3.0
carry,3.0
already,3.0
listen,3.0
mercy,3.0
ran,3.0
snow,3.0
laughed,3.0
that'll,3.0
touched,3.0
sayin',3.0
lots,3.0
weak,3.0
climbed,3.0
shame,3.0
things,3.0
hand,3.0
aside,3.0
sends,3.0
everything,3.0
magazine,3.0
hear,3.0
surrender,3.0
na,3.0
tip,3.0
journey,3.0
kissed,3.0
spaced,3.0
says,3.0
boy,3.0
weird,3.0
loving,3.0
loveydovey,3.0
crazy,3.0
midnight,3.0
years,3.0
main,3.0
drop,3.0
rock,3.0
yeah,3.0
cars,3.0
funky,3.0
drove,3.0
anyone,3.0
white,3.0
x3,3.0
gotta,3.0
turned,3.0
sad,3.0
fifty,3.0
peaches,3.0
ground,3.0
ramblin',3.0
behind,3.0
jeans,3.0
pop,3.0
hardly,3.0
direction,3.0
middle,3.0
doctor,3.0
touch,3.0
twelve,3.0
divine,3.0
candles,3.0
memories,3.0
moon,3.0
felt,3.0
nanana,3.0
stand,3.0
affection,3.0
tight,3.0
flower,3.0
yo',3.0
moonlight,3.0
past,3.0
full,3.0
hours,3.0
soldier,3.0
action,3.0
knows,3.0
nine,3.0
share,3.0
needs,3.0
plant,3.0
short,3.0
wildwood,3.0
held,3.0
lovers,3.0
ask,3.0
streakin',3.0
wonderful,3.0
storm,3.0
lit,3.0
reach,3.0
'cause,3.0
nothing,3.0
gold,3.0
fine,3.0
faces,3.0
pretty,3.0
vine,3.0
defense,3.0
tender,3.0
pictures,3.0
please,3.0
won,3.0
whatever,3.0
gypsy,3.0
likes,3.0
rockin',3.0
struck,3.0
dark,3.0
spent,3.0
creation,3.0
mirror,3.0
shine,3.0
fast,3.0
we're,3.0
suit,3.0
makin',3.0
nice,3.0
papa,3.0
desert,3.0
age,3.0
gang,3.0
wishes,3.0
magic,3.0
boots,3.0
bird,3.0
selfemployed,3.0
control,3.0
wit,3.0
anywhere,3.0
point,3.0
songoooh,3.0
da,3.0
allow,3.0
perfect,3.0
special,3.0
farm,3.0
nanananana,3.0
surely,3.0
keen,3.0
explanation,3.0
tide,3.0
sings,3.0
afraid,3.0
brew,3.0
indeed,3.0
stuff,3.0
job,3.0
shoulders,3.0
doesn't,3.0
wild,3.0
romance,3.0
strange,3.0
diggin',3.0
camel,3.0
reasons,3.0
like,3.0
hair,3.0
swear,3.0
mohair,3.0
star,3.0
woods,2.0
oooh,2.0
tired,2.0
street,2.0
cactus,2.0
thunder,2.0
reporter,2.0
kids,2.0
tell,2.0
brings,2.0
hold,2.0
ma,2.0
drummer,2.0
mess,2.0
law,2.0
jungle,2.0
dreamed,2.0
fix,2.0
downs,2.0
shadows,2.0
side,2.0
we'd,2.0
blinded,2.0
driving,2.0
d'you,2.0
cutest,2.0
hook,2.0
dogs,2.0
helen,2.0
tree,2.0
seed,2.0
anatomy,2.0
talkin',2.0
alarm,2.0
jailer,2.0
watch,2.0
decided,2.0
temptation,2.0
country,2.0
games,2.0
devotion,2.0
speak,2.0
sunshine,2.0
worked,2.0
voice,2.0
remembering,2.0
defeated,2.0
beside,2.0
grows,2.0
springtime,2.0
smoker,2.0
jean,2.0
sleepy,2.0
possible,2.0
destroy,2.0
crowd,2.0
somehow,2.0
skinned,2.0
daddy's,2.0
bottom,2.0
peek,2.0
trees,2.0
something's,2.0
cowboy,2.0
lies,2.0
daddy,2.0
howling,2.0
ship,2.0
floor,2.0
holding,2.0
toad,2.0
dies,2.0
let's,2.0
glass,2.0
holdin',2.0
time,2.0
battle,2.0
rhythm,2.0
trouble,2.0
minute,2.0
leave,2.0
discover,2.0
cargo,2.0
laughin,2.0
box,2.0
refrain,2.0
