know,149.0
want,93.0
got,75.0
mind,70.0
away,59.0
around,59.0
eyes,57.99999999999999
think,56.99999999999999
night,56.00000000000001
little,53.0
heart,49.0
beat,38.0
need,34.0
man,33.0
good,33.0
way,31.0
us,28.000000000000004
wall,28.000000000000004
someone,27.0
really,27.0
move,27.0
body,26.0
better,25.0
life,24.0
make,24.0
woman,24.0
fire,24.0
kisses,24.0
play,23.0
stay,23.0
free,22.0
dreams,22.0
get,22.0
go,22.0
,21.0
thing,21.0
side,21.0
things,21.0
show,21.0
gone,21.0
feel,21.0
groove,21.0
physical,20.0
sweet,20.0
friend,19.0
hard,19.0
nights,19.0
said,18.0
goes,18.0
tears,18.0
lips,18.0
somebody's,18.0
much,17.0
easy,17.0
people,17.0
true,17.0
love,17.0
years,17.0
found,17.0
moment,17.0
told,16.0
arms,16.0
fever,16.0
ohoh,16.0
alone,16.0
wait,16.0
city,16.0
full,16.0
ain't,16.0
head,15.0
first,15.0
start,15.0
read,15.0
never,14.000000000000002
minute,14.000000000000002
cool,14.000000000000002
girl,14.000000000000002
looking,14.000000000000002
caught,14.000000000000002
eye,14.000000000000002
real,14.000000000000002
anymore,14.000000000000002
bit,14.000000000000002
lights,13.0
took,13.0
mine,13.0
left,13.0
chocolate,13.0
fall,13.0
times,13.0
chance,13.0
ever,12.0
strangers,12.0
wanted,12.0
hearts,12.0
change,12.0
gotta,12.0
stand,12.0
enough,12.0
needs,12.0
last,12.0
dripping,12.0
suckle,12.0
candy,12.0
lose,12.0
home,12.0
made,12.0
must,11.0
give,11.0
keep,11.0
days,11.0
didn't,11.0
heard,11.0
tiger,11.0
strong,11.0
put,11.0
else,11.0
degree,11.0
hand,10.0
talk,10.0
forever,10.0
lady,10.0
see,10.0
used,10.0
mirror,10.0
shine,10.0
ride,10.0
stop,10.0
thrill,10.0
meant,10.0
oooo,9.0
blind,9.0
another,9.0
holding,9.0
says,9.0
boy,9.0
turn,9.0
ways,9.0
wants,9.0
since,9.0
hundred,9.0
believe,9.0
set,9.0
wop,9.0
day,9.0
romance,9.0
warm,8.0
anybody,8.0
rain,8.0
old,8.0
wah,8.0
water,8.0
live,8.0
one,8.0
can't,8.0
world,8.0
fool,8.0
without,8.0
fine,8.0
fun,8.0
nowhere,8.0
standing,8.0
you'll,8.0
lala,8.0
bringing,7.000000000000001
street,7.000000000000001
would,7.000000000000001
survive,7.000000000000001
hurt,7.000000000000001
end,7.000000000000001
wrong,7.000000000000001
went,7.000000000000001
matter,7.000000000000001
though,7.000000000000001
bad,7.000000000000001
right,7.000000000000001
understand,7.000000000000001
lies,7.000000000000001
hear,7.000000000000001
leave,7.000000000000001
soul,7.000000000000001
care,7.000000000000001
livin',7.000000000000001
sure,7.000000000000001
help,7.000000000000001
skies,7.000000000000001
sealed,7.000000000000001
fools,7.000000000000001
talks,7.000000000000001
run,7.000000000000001
answers,7.000000000000001
late,7.000000000000001
feet,7.000000000000001
anything,7.000000000000001
line,7.000000000000001
use,7.000000000000001
something,7.000000000000001
shoes,7.000000000000001
calling,7.000000000000001
walk,7.000000000000001
tight,7.000000000000001
lost,7.000000000000001
dont'cha,7.000000000000001
sorry,6.0
new,6.0
phone,6.0
diddy,6.0
band,6.0
whip,6.0
showed,6.0
came,6.0
saying,6.0
personally,6.0
beside,6.0
everything,6.0
roll,6.0
let's,6.0
today,6.0
name,6.0
yeah,6.0
'em,6.0
thousand,6.0
comes,6.0
grip,6.0
miracle,6.0
deep,6.0
time,6.0
glad,6.0
town,6.0
coming,6.0
clear,6.0
belong,6.0
spent,6.0
crying,6.0
sight,6.0
nobody,6.0
face,6.0
there's,6.0
glory,6.0
'65,6.0
getting,6.0
hide,5.0
met,5.0
call,5.0
word,5.0
honey,5.0
hoo,5.0
hot,5.0
taught,5.0
flame,5.0
seem,5.0
blew,5.0
best,5.0
desire,5.0
fight,5.0
trip,5.0
working,5.0
knew,5.0
cannot,5.0
many,5.0
couldn't,5.0
we've,5.0
dark,5.0
thinks,5.0
known,5.0
playing,5.0
soon,5.0
always,5.0
weight,5.0
reach,5.0
music,5.0
knees,5.0
wouldn't,5.0
lives,5.0
moving,5.0
wanna,5.0
try,5.0
doubt,5.0
animal,5.0
light,5.0
spell,5.0
hands,5.0
lover,5.0
anyway,5.0
grab,5.0
key,5.0
shoulders,5.0
sky,5.0
gettin',5.0
leader,5.0
friends,5.0
sweetest,4.0
blue,4.0
work,4.0
laa,4.0
break,4.0
shadows,4.0
turnin',4.0
you're,4.0
loud,4.0
feelin',4.0
feeling,4.0
ran,4.0
talkin',4.0
games,4.0
tough,4.0
voices,4.0
near,4.0
he'll,4.0
gave,4.0
crowd,4.0
somehow,4.0
heat,4.0
inside,4.0
surprise,4.0
together,4.0
life's,4.0
songs,4.0
